"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 31, 2018",Ohio,Cleveland,"4462 Denison Ave",3,2,N/A
"December 29, 2018",Ohio,Lima,"904 S Main St",1,3,N/A
"December 28, 2018",Missouri,"Saint Charles","150 Whetstone Dr",4,1,N/A
"December 24, 2018",Louisiana,Lutcher,"2176 Main St",2,2,N/A
"December 23, 2018",Missouri,Springfield,"1042 W College St",0,7,N/A
"December 22, 2018",Nevada,"Las Vegas","3528 S Maryland Pkwy",0,4,N/A
"December 18, 2018",Maryland,Baltimore,"3942 Park Heights Ave",0,5,N/A
"December 15, 2018",Florida,Miami,"239 NW 16th St",0,5,N/A
"December 14, 2018",Colorado,"Colorado Springs","700 block of Geiger Ct",1,3,N/A
"December 13, 2018",Pennsylvania,Philadelphia,"4505 N Broad St",0,4,N/A
"December 11, 2018",Louisiana,Natchitoches,"Caspari St and University Pkwy",1,3,N/A
"December 9, 2018","North Carolina",Laurinburg,"Lees Mill Rd",1,3,N/A
"December 9, 2018",Wisconsin,Madison,"3554 E Washington Ave",0,4,N/A
"December 8, 2018",California,Inglewood,"801 S Inglewood Ave",0,5,N/A
"December 8, 2018","New York","Corona (Queens)","89-25 130th St",0,5,N/A
"December 1, 2018",Florida,Miami,"NW Fifth Ave and NW Eighth St",0,5,N/A
"November 26, 2018",Tennessee,Powell,"Tammy Dr",0,4,N/A
"November 25, 2018",Alabama,Demopolis,"Floyd St and Field St",2,2,N/A
"November 25, 2018",Texas,Houston,"4500 block of Yale St",1,3,N/A
"November 25, 2018",California,Oakland,"1000 block of 24th St",0,4,N/A
"November 23, 2018",Florida,Miami,"5801 NW 27th Ave",2,5,N/A
"November 22, 2018",Indiana,"Fort Wayne","6100 block of Downingtown Dr",3,2,N/A
"November 21, 2018",Missouri,"Saint Louis","4200 block of Shreve Ave",0,4,N/A
"November 19, 2018",Pennsylvania,Philadelphia,"5100 block of Malcolm St",4,0,N/A
"November 19, 2018",Colorado,Denver,"1200 21st Street",1,4,N/A
"November 18, 2018",California,"Los Angeles (Watts)","95th St and Defiance Ave",1,4,N/A
"November 16, 2018",Arkansas,"Little Rock","4405  W 14th St",3,1,N/A
"November 14, 2018",Louisiana,"Baton Rouge","4800 block of Gus Young Ave",3,1,N/A
"November 13, 2018","New Mexico",Gallup,"CR 1 and Defiance Draw Rd",4,1,N/A
"November 13, 2018",Indiana,Indianapolis,"2007 Blue Pine Ln",2,2,N/A
"November 12, 2018","North Carolina",Dunn,"4640 Woods Crossroads Rd",3,1,N/A
"November 11, 2018",Arizona,Globe,"598 N Broad St",3,1,N/A
"November 7, 2018",California,"Thousand Oaks","99 Rolling Oaks Dr",13,2,N/A
"November 3, 2018","New York",Watertown,"136 Franklin St",0,5,N/A
"November 2, 2018",California,"Long Beach (North Long Beach)","5800 block of Brayton Ave",0,4,N/A
"November 2, 2018",Florida,Tallahassee,"1950 Thomasville Rd",3,5,N/A
"November 1, 2018",Minnesota,Minneapolis,"3400 block of Girard Ave N",0,5,N/A
"November 1, 2018",Missouri,Springfield,"906 E Locust St",2,2,N/A
"October 31, 2018",Michigan,Detroit,"19000 block of Langholm St",1,3,N/A
"October 30, 2018",California,Vallejo,"Woodrow Ave and Reis Ave",2,3,N/A
"October 30, 2018",California,"Los Angeles","65th Place and Vermont Avenue",0,5,N/A
"October 29, 2018",California,Riverside,"3252 Mission Inn Ave",0,7,N/A
"October 28, 2018",Arkansas,"El Dorado","2 Whites Quarters",2,2,N/A
"October 27, 2018",Tennessee,Memphis,"4275 Ladyslipper",0,5,N/A
"October 27, 2018",Pennsylvania,Pittsburgh,"5898 Wilkins Ave",11,7,N/A
"October 26, 2018","New Jersey","Jersey City","77 Brinkerhoff St",1,3,N/A
"October 24, 2018",Illinois,Chicago,"6200 block of S King Dr",0,5,N/A
"October 22, 2018",Illinois,Chicago,"9231 S Cottage Grove Av",0,6,N/A
"October 21, 2018",Florida,Jacksonville,"900 block of A Philip Randolph Blvd",1,5,N/A
"October 21, 2018",Washington,Lakewood,"8722 S Tacoma Way",1,3,N/A
"October 16, 2018",Georgia,Atlanta,"Broad St",0,4,N/A
"October 15, 2018",Tennessee,Columbia,"1075 Carters Creek Pike",5,0,N/A
"October 14, 2018",Nevada,"Las Vegas","2815 W Lake Mead Blvd",3,1,N/A
"October 14, 2018",Texas,"Fort Worth","5310 E Rosedale St",0,4,N/A
"October 14, 2018",California,"Palo Alto (East Palo Alto)","2500 block of Pulgas Ave",2,2,N/A
"October 13, 2018",Missouri,"Saint Louis","400 block of Midlothian Road",0,4,N/A
"October 13, 2018",Texas,Taft,"511 Wilburn St",4,1,N/A
"October 12, 2018","South Carolina",Spartanburg,"1620 John B White Sr Blvd",0,6,N/A
"October 12, 2018",Nevada,"Las Vegas","6500 block of W Charleston Blvd",0,4,N/A
"October 8, 2018",Alabama,Birmingham,"Joppa Ave",0,4,N/A
"October 6, 2018",Oklahoma,Tulsa,"9453 E 31st St",0,4,N/A
"October 6, 2018",Texas,Houston,"6802 Cullen Blvd",1,3,N/A
"October 6, 2018",California,Oakland,"Williams St and Telegraph Ave",0,6,N/A
"October 4, 2018","New Mexico","Espanola (Española)","1813 N Riverside Dr",1,3,N/A
"October 4, 2018",Georgia,Swainsboro,"Lucky St",0,4,N/A
"October 3, 2018",Pennsylvania,Philadelphia,"5101 Germantown Ave",1,4,N/A
"October 3, 2018","South Carolina",Florence,"932 Ashton Dr",2,6,N/A
"October 1, 2018",Illinois,Chicago,"500 block of S Michigan Ave",2,2,N/A
"September 30, 2018",California,Compton,"200 block N Long Beach Blvd",1,3,N/A
"September 29, 2018",Florida,Orlando,"1700 block of 24th St",1,4,N/A
"September 28, 2018",Pennsylvania,Philadelphia,"5100 block of Haverford Ave",2,2,N/A
"September 24, 2018",Tennessee,Memphis,"1528 Ragan St",3,2,N/A
"September 23, 2018",California,Bakersfield,"2600 block of Chandler Court",1,4,N/A
"September 23, 2018",California,"Baldwin Park","3700 block of Loma Lane",0,4,N/A
"September 22, 2018","District of Columbia",Washington,"1800 block of Benning Rd",0,4,N/A
"September 22, 2018","New York",Hempstead,"Dolan St",0,4,N/A
"September 20, 2018",Maryland,Aberdeen,"1501 Perryman Rd",4,3,N/A
"September 20, 2018","New York",Syracuse,"1317 Midland Ave",0,5,N/A
"September 19, 2018",Wisconsin,Middleton,"1850 Deming Way",1,4,N/A
"September 19, 2018",Illinois,Chicago,"W Cermak Rd and S State St",0,4,N/A
"September 19, 2018",Pennsylvania,Masontown,"1 E Church St",1,4,N/A
"September 18, 2018",Louisiana,"New Orleans (Algiers)","1100 block of Sumner St",0,4,N/A
"September 18, 2018",Tennessee,Memphis,"4622 Faronia Rd",0,4,N/A
"September 17, 2018",Maryland,"Silver Spring","123 Amberleigh Dr",4,1,N/A
"September 15, 2018",Wisconsin,Milwaukee,"820 S 21st St",0,4,N/A
"September 12, 2018",California,Bakersfield,"660 Manwell Blvd",6,0,N/A
"September 11, 2018",Illinois,Chicago,"10600 block of S Bensley Avenue",0,4,N/A
"September 10, 2018",Tennessee,Memphis,"140 Lt George W Lee Ave",0,5,N/A
"September 9, 2018",Alabama,Auburn,"224 W Magnolia St",1,4,N/A
"September 9, 2018",Florida,Jacksonville,N/A,0,4,N/A
"September 9, 2018",Illinois,Elgin,"550 S McLean Blvd",1,3,N/A
"September 7, 2018",Minnesota,Minneapolis,"2024 N Washington Ave",1,3,N/A
"September 6, 2018",Ohio,Cincinnati,"511 Walnut St",4,2,N/A
"September 4, 2018",Georgia,Albany,"1200 block of Gillespie Ave",0,4,N/A
"September 2, 2018",Arkansas,"Fort Smith","801 Garrison Ave",0,4,N/A
"September 2, 2018",Texas,"San Antonio","600 block of Morningview St",0,4,N/A
"September 2, 2018",Alabama,Birmingham,"500 23rd St S",0,7,N/A
"September 2, 2018","New Jersey",Paterson,"43 12th Ave",2,2,N/A
"September 2, 2018",California,"San Bernardino","1277 East Lynwood Drive",0,8,N/A
"September 2, 2018","New Jersey",Trenton,"Stuyvesant Ave and Bryn Mawr Ave",0,4,N/A
"September 1, 2018",Ohio,Cleveland,"3232 Lakeside Ave East",1,7,N/A
"September 1, 2018",Florida,"Fort Lauderdale (Lauderhill)","5225 NW 24th Ct",1,3,N/A
"August 31, 2018",Colorado,Aurora,"1900 block of Peoria St",2,3,N/A
"August 27, 2018",Arkansas,"Pine Bluff","2600 block of W 34th Ave",1,3,N/A
"August 26, 2018",Florida,Jacksonville,"2 Independent Dr",3,9,N/A
"August 26, 2018",Texas,"Wichita Falls","2400 block of Sheppard Access Rd",1,3,N/A
"August 25, 2018",Virginia,Richmond,"4 N 18th St",0,5,N/A
"August 25, 2018",Tennessee,Nashville,"1564 9th Ave N",1,4,N/A
"August 23, 2018",Pennsylvania,Philadelphia,"5800 block of Oakland St",0,4,N/A
"August 23, 2018",Maryland,Baltimore,"1700 block of Homestead St",0,4,N/A
"August 22, 2018",Missouri,"Saint Louis","I-64 and Jefferson Ave",0,4,N/A
"August 21, 2018",Tennessee,Memphis,"2119 E Alcy Rd",0,4,N/A
"August 20, 2018",Tennessee,Jackson,"60 Heritage Square",1,4,N/A
"August 20, 2018",Ohio,Cleveland,"E 94th St and Kinsman Rd",1,3,N/A
"August 19, 2018",Illinois,Chicago,"7400 block of S Dante Ave",0,5,N/A
"August 18, 2018","New York",Bronx,"925 Allerton Ave",0,4,N/A
"August 17, 2018",Illinois,Chicago,"1600 block of W 65th St",0,7,N/A
"August 15, 2018","South Carolina",Greenwood,"Mimosa Ct",0,5,N/A
"August 14, 2018",Pennsylvania,Wyncote,"1000 S Easton Rd",0,5,N/A
"August 12, 2018",California,Clearlake,"4786 Yarrington Ct",4,1,N/A
"August 12, 2018",Pennsylvania,"Pittsburgh (East Liberty)","5600 block of Broad St",0,4,N/A
"August 11, 2018",Ohio,Columbus,"1280 Summit St",0,4,N/A
"August 11, 2018",California,"San Francisco","Geneva St and Mission St",1,4,N/A
"August 11, 2018",Colorado,Thornton,"4050 E 100th Ave",1,3,N/A
"August 10, 2018",Missouri,"Saint Louis","1515 N 13th St",0,4,N/A
"August 10, 2018",Michigan,Detroit,"6300 block of Vinewood St",0,4,N/A
"August 8, 2018","New Jersey",Paterson,"Mercer St and Franklin St",0,4,N/A
"August 8, 2018",Pennsylvania,Philadelphia,"North 12th Street and West Huntingdon Street",2,4,N/A
"August 5, 2018",Illinois,Chicago,"1 block of N Leclaire Ave",1,4,N/A
"August 5, 2018",Illinois,Chicago,"900 block of S Karlov Ave",0,4,N/A
"August 5, 2018",Illinois,Chicago,"1600 block of S Avers Ave",0,4,N/A
"August 5, 2018",Illinois,Chicago,"1300 block of W 76th St",0,8,N/A
"August 5, 2018",Illinois,Chicago,"1300 block of S Millard Ave",1,5,N/A
"August 4, 2018",Missouri,"Kansas City","E 18th St and Highland Ave",0,6,N/A
"August 4, 2018",Nevada,"Las Vegas","3400 block of Coran Ln",0,6,N/A
"August 4, 2018",Illinois,Chicago,"1600 block of N Leclaire Ave",1,3,N/A
"August 4, 2018",Wisconsin,Milwaukee,"40th St and Vliet St",0,4,N/A
"July 31, 2018",California,Gardena,"1212 West 135th Street",2,3,N/A
"July 30, 2018",Georgia,Savannah,"12328 Largo Dr",0,4,N/A
"July 30, 2018",Illinois,Chicago,"1200 block of S Avers Ave",0,4,N/A
"July 29, 2018",Pennsylvania,York,"100 block of E Maple St",0,4,N/A
"July 29, 2018",Arizona,Phoenix,"2501 E Van Buren St",1,4,N/A
"July 29, 2018",Michigan,Lansing,"Spring and River Street",0,4,N/A
"July 28, 2018",Louisiana,"New Orleans","3400 S Claiborne Ave",3,7,N/A
"July 28, 2018",California,"Los Angeles","8801 S Vermont Ave",2,4,N/A
"July 27, 2018",Illinois,Chicago,"1100 block of S Troy St",0,4,N/A
"July 27, 2018",Texas,Robstown,"603 East Avenue J",5,0,N/A
"July 26, 2018",Ohio,Cleveland,"18416 St Clair Ave",1,6,N/A
"July 26, 2018",California,Oakland,"73rd Ave and Bancroft Ave",2,2,N/A
"July 26, 2018",Texas,Dallas,"3019 South Blvd",0,6,N/A
"July 25, 2018",Louisiana,"New Orleans","7000 block of Bullard Ave",0,4,N/A
"July 23, 2018",Illinois,Chicago,"6400 block of S May St",0,5,N/A
"July 21, 2018",Maryland,Baltimore,"1000 block of Dundalk Ave",0,4,N/A
"July 21, 2018",Illinois,Chicago,"3100 block of W Fulton St",2,5,N/A
"July 20, 2018",Washington,Sunnyside,"500 block of S 15th St",1,4,N/A
"July 20, 2018","New Jersey",Elizabeth,"323 Irvington Ave",0,4,N/A
"July 18, 2018",Oklahoma,"Oklahoma City","7201 Melrose Ln",0,4,N/A
"July 16, 2018",Florida,"Palm Beach Gardens (Riviera Beach)","2100 block of W 28th St",2,4,N/A
"July 16, 2018",Pennsylvania,Philadelphia,"2100 block of N 4th St",1,4,N/A
"July 16, 2018","District of Columbia",Washington,"300 block of 53rd St NE",1,4,N/A
"July 15, 2018",Colorado,Denver,"50th Ave and Grant St",0,4,N/A
"July 15, 2018",Tennessee,Chattanooga,"1400 Cowart St",0,5,N/A
"July 14, 2018",Maryland,"Fort Washington","9500 block of Fort Foote Rd",0,4,N/A
"July 13, 2018",Virginia,Richmond,"1401 Roseneath Rd",1,3,N/A
"July 12, 2018",Tennessee,Memphis,"3678 Powers Rd",0,5,N/A
"July 11, 2018",Texas,Houston,"9550 Bissonnet St",0,4,N/A
"July 11, 2018",Florida,Reddick,"16300 block of NW Gainesville Rd",0,4,N/A
"July 9, 2018",Delaware,Wilmington,"2709 Ferris Rd",5,0,N/A
"July 9, 2018",Florida,Orlando,"Southland Blvd and Orange Blossom Trail",1,4,N/A
"July 8, 2018",Alabama,Brandon,"565 US-80",0,6,N/A
"July 8, 2018",Tennessee,Memphis,"Mount Moriah Rd and Mendenhall Rd",0,4,N/A
"July 7, 2018",Alabama,Wetumpka,"135 Granite Way",3,2,N/A
"July 5, 2018","New York",Brooklyn,"280 Herkimer St",0,4,N/A
"July 5, 2018","New York",Albany,"First St and Lexington Ave",0,4,N/A
"July 5, 2018",California,"Los Angeles","1600 block of W. 2nd Street",3,3,N/A
"July 5, 2018",Virginia,"Virginia Beach","1800 block of Atlantic Ave",0,6,N/A
"July 5, 2018",Ohio,Lima,"1440 Bellefontaine Ave",1,5,N/A
"July 4, 2018",Indiana,Gary,"3400 block of Pierce St",1,3,N/A
"July 4, 2018",Georgia,Atlanta,"5456 E Fayetteville Rd",1,3,N/A
"July 3, 2018",Missouri,"Saint Louis","1700 block of Billups Ave",1,5,N/A
"July 3, 2018","District of Columbia",Washington,"1700 block of Benning Rd NE",0,4,N/A
"July 2, 2018","New York",Buffalo,"Grape St",2,2,N/A
"July 1, 2018",Illinois,Chicago,"3400 block of W Walnut Ave",0,6,N/A
"June 30, 2018",Georgia,Ashburn,"800 Block of W. Washington",1,6,N/A
"June 30, 2018",Maryland,Baltimore,"4000 block of Penhurst Ave",0,6,N/A
"June 30, 2018","New Jersey","Jersey City","Lexington Ave and John F Kennedy Blvd",0,5,N/A
"June 28, 2018",Maryland,Annapolis,"888 Bestgate Rd",5,0,N/A
"June 27, 2018",California,Oakland,"8901 MacArthur Boulevard",1,3,N/A
"June 27, 2018",Texas,"San Antonio","100 block of Holly Street",0,4,N/A
"June 27, 2018",Connecticut,Hartford,"124 Hillside Ave",0,4,N/A
"June 25, 2018",Illinois,Chicago,"3900 block of S Vincennes Ave",0,6,N/A
"June 24, 2018","North Carolina",Sanford,"109 S Steele St",1,6,N/A
"June 24, 2018",Florida,"Punta Gorda","2450 Harbour Dr",0,4,N/A
"June 24, 2018",Florida,Indiantown,"17068 SW Palm Beach St",0,4,N/A
"June 24, 2018",Florida,"Palm Beach Gardens (Riviera Beach)","1200 block of W 35th St",1,3,N/A
"June 24, 2018",Ohio,Sandusky,"1504 Milan Rd",0,5,N/A
"June 24, 2018",Indiana,Gary,"2500 block of Harrison Street",1,3,N/A
"June 23, 2018",Kansas,Wichita,"1403 Harding  St",0,4,N/A
"June 23, 2018",Illinois,Chicago,"100 block of East 51st St",1,4,N/A
"June 23, 2018",Tennessee,Covington,"319 N High St",0,4,N/A
"June 22, 2018",Pennsylvania,"Homestead (Munhall)","1324 Margaret St",1,3,N/A
"June 21, 2018",California,"San Bernardino","279 W Base Line",1,3,N/A
"June 21, 2018",Louisiana,Morganza,"Deaton Ln",0,4,N/A
"June 21, 2018",Illinois,Chicago,"6500 block of S Claremont Ave",0,4,N/A
"June 20, 2018",California,Modesto,"2300 block of West Hatch Road",0,5,N/A
"June 19, 2018",Alabama,Huntsville,"905 Lee Dr NW",0,4,N/A
"June 18, 2018",Illinois,Bloomington,"311 Riley Dr",3,1,N/A
"June 18, 2018",Illinois,Chicago,"1300 block of S Loomis St",2,3,N/A
"June 17, 2018","North Carolina",Charlotte,"3215 Queen City Dr",0,4,N/A
"June 17, 2018","New Jersey",Trenton,"635 S Clinton Ave",1,19,N/A
"June 17, 2018",Georgia,Macon,"325 Edgewood Ln",1,3,N/A
"June 17, 2018",Illinois,Chicago,"2200 block of S Sacramento Ave",0,4,N/A
"June 14, 2018",Pennsylvania,Philadelphia,"400 block of Penn St",0,4,N/A
"June 14, 2018",California,"Union City","32992 Mission Blvd",0,5,N/A
"June 14, 2018",California,Tracy,"West 6th Street",1,4,N/A
"June 14, 2018","New York",Buffalo,"Marigold Ave",1,4,N/A
"June 14, 2018",Colorado,Westminster,"5150 W 80th Ave",1,3,N/A
"June 12, 2018","New York",Bronx,"W 166th St and  Summit Ave",0,4,N/A
"June 11, 2018",Alabama,Montgomery,"3220 block of Virginia Pines Ln",0,4,N/A
"June 11, 2018",Florida,Orlando,"4932 Eaglesmere Dr",5,1,N/A
"June 10, 2018",Florida,Bradenton,"5627 14th St W",1,5,N/A
"June 10, 2018",California,"Valley Village","12719 Tiara St",0,6,N/A
"June 10, 2018",Indiana,"Indianapolis (Lawrence)","4745 N Richardt Ave",1,4,N/A
"June 10, 2018",Illinois,Aurora,"300 block of W Park Ave",0,7,N/A
"June 10, 2018",Illinois,Bloomington,"1200 block of Orchard Rd",2,2,N/A
"June 10, 2018",Illinois,Chicago,"6400 block of S Eberhart Ave",1,5,N/A
"June 9, 2018",Massachusetts,Boston,"14 Copeland St",0,4,N/A
"June 9, 2018","North Carolina",Kannapolis,"1709 S Cannon Blvd",0,4,N/A
"June 9, 2018",Pennsylvania,Philadelphia,"2000 block of 20th St",1,4,N/A
"June 5, 2018",Florida,Jacksonville,"Town Center Pkwy",3,1,N/A
"June 3, 2018",Texas,Dallas,"4500 Spring Ave",0,5,N/A
"June 3, 2018",Illinois,Chicago,"1200 block of W 73rd Pl",1,3,N/A
"June 2, 2018",Nebraska,Omaha,"S 11th St and Farnam St",1,6,N/A
"June 2, 2018","New York",Buffalo,"Strauss Street",0,5,N/A
"May 31, 2018","South Carolina",Timmonsville,"544 Chaney Grove Rd",3,2,N/A
"May 27, 2018",Louisiana,Shreveport,"857 E Stoner Ave",0,4,N/A
"May 27, 2018",Colorado,Aurora,"15373 E 6th Ave",1,3,N/A
"May 25, 2018",Ohio,Cincinnati,"1000 block of Ross Avenue",0,4,N/A
"May 20, 2018",Indiana,Anderson,"1604 Madison Ave",0,4,N/A
"May 20, 2018",Mississippi,Hazlehurst,"513 Monticello St",1,7,N/A
"May 18, 2018",Texas,"Santa Fe","16000 Hwy 6",10,13,N/A
"May 16, 2018",Texas,Ponder,"610 Lone Star Park Ln",5,1,N/A
"May 14, 2018",Maryland,Baltimore,"2020 Etting St",0,4,N/A
"May 13, 2018",California,Stockton,"2436 Belleview Street",3,2,N/A
"May 13, 2018",Mississippi,Byhalia,"French Rd and Berta Rd",0,4,N/A
"May 13, 2018",California,"Los Angeles","365 W Manchester Avenue",2,2,N/A
"May 12, 2018",Nebraska,Omaha,"3201 Decatur St",0,6,N/A
"May 12, 2018","New Jersey",Paulsboro,"275 W Buck St",0,4,N/A
"May 11, 2018",Missouri,"Saint Louis","4800 block of Farlin Ave",0,4,N/A
"May 11, 2018",Oklahoma,Talihina,"2nd St and Dallas St",1,4,N/A
"May 9, 2018",Nebraska,Omaha,"Sahler St and N 48th St",0,4,N/A
"May 9, 2018",Missouri,"Saint Louis","5200 block of Minerva Avenue",0,4,N/A
"May 7, 2018",California,"San Diego","15th St and J St",0,5,N/A
"May 6, 2018",Oklahoma,Stillwater,"2020 East Lakeview Road",0,4,N/A
"May 6, 2018",Tennessee,Memphis,"499 North Watkins",2,4,N/A
"May 5, 2018",Georgia,Columbus,"4944 Sentry Street",0,5,N/A
"May 4, 2018","North Carolina",Henderson,"519 Hilliard St",0,4,N/A
"May 4, 2018",Illinois,"Chicago Heights","200 block of E 23rd St",0,4,N/A
"May 2, 2018",Illinois,Chicago,"3500 block of W Grenshaw St",1,4,N/A
"May 2, 2018",Minnesota,Minneapolis,"2400 block of Ogema Place",0,6,N/A
"May 2, 2018","New York",Brooklyn,"Bristol St",1,4,N/A
"May 1, 2018",Louisiana,"New Orleans","3200 block of Saint Claude Ave",0,5,N/A
"April 30, 2018",Florida,"Pompano Beach","4251 N Dixie Hwy",0,4,N/A
"April 30, 2018","District of Columbia",Washington,"3600 block of New York Ave NE",0,4,N/A
"April 29, 2018",Tennessee,Wartburg,"519 South Kingston St",0,4,N/A
"April 29, 2018",Washington,"Seattle (Skyway)","12603 Renton Ave S",2,2,N/A
"April 29, 2018","North Carolina",Monroe,"1500 block of Massey St",1,3,N/A
"April 29, 2018",Florida,"West Palm Beach","1969 S Military Trail",1,3,N/A
"April 28, 2018","North Carolina",Maxton,"Modest Rd",0,5,N/A
"April 25, 2018",Arkansas,"Pine Bluff","300 block of West 24th Street",0,4,N/A
"April 25, 2018",Missouri,"Saint Louis","1151 Northdale Dr",3,1,N/A
"April 24, 2018",Michigan,Flint,"2200 block of Ave A",0,4,N/A
"April 22, 2018",Tennessee,Antioch,"3571 Murfreesboro Pike",4,3,N/A
"April 22, 2018",Louisiana,"New Orleans","1900 block of St Roch Ave",1,5,N/A
"April 21, 2018",Pennsylvania,Philadelphia,"1800 block of W Diamond St",2,2,N/A
"April 20, 2018",California,"San Francisco","3rd Street and Quesada Ave",1,5,N/A
"April 18, 2018","North Carolina",Asheville,"73 Hansel Ave",4,3,N/A
"April 15, 2018",Louisiana,Shreveport,"6956 Jewella Ave",0,6,N/A
"April 9, 2018",California,Vallejo,"201 Maine St",0,4,N/A
"April 8, 2018","North Carolina",Hickory,"247 1st Ave NW",1,3,N/A
"April 8, 2018",Florida,Miami,"1300 block of NW 63rd Terrace",2,2,N/A
"April 6, 2018",Florida,Jacksonville,"6100 block of Transylvania Ave",0,4,N/A
"April 6, 2018",Virginia,"Virginia Beach","5800 block of Pickering St",1,3,N/A
"April 4, 2018",Louisiana,"New Orleans","3300 Garden Oaks Drive",2,2,N/A
"April 2, 2018",Texas,Houston,"8500 block of Redcliff Rd",1,3,N/A
"April 1, 2018",Alabama,Mobile,"3556 Halls Mill Rd",1,4,N/A
"April 1, 2018",Michigan,Saginaw,"600 block of Yale St",0,5,N/A
"March 31, 2018","New Jersey","Asbury Park","Atlantic Ave and Monmouth Ave",0,5,N/A
"March 29, 2018",Texas,Plano,"7401 Alma Dr",1,3,N/A
"March 29, 2018","New Jersey",Camden,"Kaighn Ave and Haddon Ave",0,4,N/A
"March 24, 2018",Utah,"Salt Lake City (West Valley City)","3180 South 5600 West",0,4,N/A
"March 21, 2018",California,"San Francisco","949 Geneva Ave",1,5,N/A
"March 17, 2018",Kentucky,Louisville,"2928 W Kentucky St",0,7,N/A
"March 17, 2018",Illinois,Harvey,"16700 S Halsted St",0,4,N/A
"March 13, 2018",Florida,Macclenny,"South Blvd",0,4,N/A
"March 12, 2018",California,Modesto,"2000 block of Robertson Rd",0,4,N/A
"March 11, 2018",Illinois,Champaign,"700 block of N Hickory St",1,3,N/A
"March 11, 2018",Michigan,Saginaw,"Cumberland Ave and Hess St",0,5,N/A
"March 11, 2018",Indiana,"South Bend","800 block of E Dayton St",0,6,N/A
"March 9, 2018","North Carolina",Wadesboro,"1300 E Caswell St",3,1,N/A
"March 7, 2018",Alabama,Hurtsboro,"531 Main Street",2,2,N/A
"March 4, 2018",Illinois,Rockford,"400 Howard Ave",1,4,N/A
"March 3, 2018",Florida,Miami,"1300 Block of NW 62nd Ln",0,4,N/A
"March 3, 2018","New York",Brooklyn,"Kings Highway and Utica Avenue",1,3,N/A
"February 27, 2018",Connecticut,Bridgeport,"1306 Stratford Ave",0,4,N/A
"February 26, 2018",Michigan,Detroit,"22000 block of Fenkell Ave",5,0,N/A
"February 23, 2018",Florida,"Palm Beach Gardens (Riviera Beach)","W 23rd St",1,3,N/A
"February 18, 2018",Texas,"San Antonio","2893 Cinema Ridge",0,5,N/A
"February 17, 2018",Kansas,"Kansas City","1615 Minnesota",1,7,N/A
"February 17, 2018",Tennessee,Memphis,"3188 N Watkins Ave",0,5,N/A
"February 16, 2018",Oklahoma,"Oklahoma City","1700 block of SW 15",1,3,N/A
"February 14, 2018",Florida,"Pompano Beach (Parkland)","5901 Pine Island Rd",17,17,N/A
"February 13, 2018",Louisiana,"New Orleans","5400 block of Andry Street",3,3,N/A
"February 11, 2018",Michigan,Detroit,"19432 Lamont Street",4,3,N/A
"February 10, 2018",Kentucky,Paintsville,"413 Mill Street",5,0,N/A
"February 7, 2018",Florida,"Lake Worth (Lantana)","I-95 and Lantana Ave",3,3,N/A
"February 5, 2018",Colorado,"Colorado Springs","4225 Galley Rd",2,4,N/A
"February 3, 2018",Ohio,"Cleveland (Garfield Heights)","11321 Broadway Ave",1,5,N/A
"January 31, 2018",Missouri,"Saint Louis","Goodfellow Blvd and Dr Martin Luther King Dr",0,4,N/A
"January 28, 2018",Pennsylvania,Melcroft,"1301 Indian Creek Valley Rd",5,0,N/A
"January 28, 2018",Pennsylvania,Reading,"123 S 3rd St",4,0,N/A
"January 28, 2018",Indiana,Indianapolis,"1313 N Sherman Dr",2,3,N/A
"January 27, 2018",California,"Los Angeles","243 East 119th St",0,5,N/A
"January 27, 2018",Kentucky,"Bowling Green","645 Pearl Street",0,4,N/A
"January 25, 2018","District of Columbia",Washington,"1600 block of Kenilworth Ave NE",0,4,N/A
"January 23, 2018",Pennsylvania,Philadelphia,"N 24th St and Ridge Ave",0,4,N/A
"January 23, 2018",Kentucky,Benton,"416 High School Rd",2,14,N/A
"January 21, 2018",Florida,Orlando,"3101 Willow Bend Blvd",0,4,N/A
"January 21, 2018",Illinois,Chicago,"3200 W Division St",0,4,N/A
"January 17, 2018","District of Columbia",Washington,"2000 block of 16th St SE",1,3,N/A
"January 15, 2018",Florida,Alachua,"14223 NW 156th Pl",0,5,N/A
"January 14, 2018",Alabama,Eutaw,"809 Mesopotamia St",1,4,N/A
"January 14, 2018",Alabama,Madison,"101 Westchester Dr",0,4,N/A
"January 12, 2018",Tennessee,Nashville,"2614 Jenkins Ct",3,2,N/A
"January 11, 2018",Missouri,"Saint Robert (St Robert)","St Robert Outer Road and Houston Road",2,2,N/A
"January 7, 2018",Alabama,"Union Springs","U.S. Highway 29",1,5,N/A
"January 7, 2018",Florida,Plantation,"5225 W Broward Blvd",0,4,N/A
"January 5, 2018",Mississippi,Hattiesburg,"6168 US 49",0,6,N/A
"January 4, 2018",Arkansas,Brinkley,"615 W 6th St",1,3,N/A
"January 1, 2018",Alabama,Huntsville,"2025 Sparkman Dr NW",1,3,N/A